開課序號,開課代碼,系所,組,年,班,全英語,MOOCS,限性別,中文課程名稱,英文課程名稱,學分,必/選,全/半,教師,地點時間,限修人數,選修人數,限修條件,備註,學期
210,00UA8A4,共同科,I,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,林玉玫,五 3-4 本部 樸204,30,32,,,1112
211,00UA8A4,共同科,J,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳惠鈴,五 3-4 本部 誠204,30,31,,,1112
212,00UA8A4,共同科,K,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,李純瑀,五 3-4 公館 Ｓ202,40,40,,,1112
213,00UA8A5,共同科,A,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,李志宏,五 6-7 本部 誠106,40,38,,,1112
214,00UA8A5,共同科,B,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,汪文祺,五 6-7 本部 樸407,40,40,,,1112
215,00UA8A5,共同科,C,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,徐敏媛,五 6-7 本部 樸306,40,39,,,1112
216,00UA8A5,共同科,D,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳筱筠,五 6-7 本部 樸305,40,40,,,1112
217,00UA8A5,共同科,E,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳嘉琪,五 6-7 本部 樸404,40,39,,,1112
218,00UA8A5,共同科,F,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,黃薏文,五 6-7 本部 樸403,40,40,,,1112
219,00UA8A5,共同科,G,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,謝秀卉,五 6-7 本部 正406,40,40,,,1112
220,00UA8A5,共同科,H,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳明緻,五 6-7 公館 Ｓ304,40,35,,,1112
221,00UA8A6,共同科,A,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,林玉玫,五 8-9 本部 樸205,40,40,,,1112
222,00UA8A6,共同科,B,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,林佩怡,五 8-9 本部 誠106,40,40,,,1112
223,00UA8A6,共同科,C,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,徐敏媛,五 8-9 本部 樸306,40,36,,,1112
224,00UA8A6,共同科,D,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,徐禎苓,五 8-9 本部 誠105,40,40,,,1112
225,00UA8A6,共同科,E,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,黃薏文,五 8-9 本部 樸403,40,39,,,1112
226,00UA8A6,共同科,F,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,賴昶,五 8-9 本部 誠104,40,21,,,1112
227,00UA8A6,共同科,G,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,謝秀卉,五 8-9 本部 正406,40,40,,,1112
228,00UA8A6,共同科,H,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳惠鈴,五 8-9 本部 正403,40,42,,,1112
229,00UA8A6,共同科,I,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,陳明緻,五 8-9 公館 Ｓ304,40,28,,,1112
230,00UA8A7,共同科,A,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,曾暐傑,二 A-B 本部 誠105,35,40,,,1112
231,00UA8A7,共同科,B,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,林佩怡,四 A-B 本部 誠106,35,36,,,1112
232,00UA8A7,共同科,C,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,黃月銀,二 A-B 公館 Ｓ201,35,26,,,1112
233,00UA8A7,共同科,D,,,,,,中文寫作與表達,Chinese Writing and Expression,2.0,必,半,黃月銀,四 A-B 公館 Ｓ201,35,14,,,1112
3139,00UA8B1,共同科,,,,,,,中文寫作與表達：自主學習,Chinese Writing and Expression: Self-Directed Learning,2.0,必,半,謝秀卉,,50,4,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選,,1112
234,00UB8A1,共同科,A,,,是,,,英文（二）,English (II),2.0,必,半,柯衣凡,一 3-4 公館 Ｓ202,35,25,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
235,00UB8A1,共同科,B,,,是,,,英文（二）,English (II),2.0,必,半,曾於萱,五 1-2 本部 樸202,35,31,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
236,00UB8A1,共同科,C,,,是,,,英文（二）,English (II),2.0,必,半,曾於萱,五 3-4 本部 樸202,35,29,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
237,00UB8A1,共同科,D,,,是,,,英文（二）,English (II),2.0,必,半,江宗翰,五 6-7 本部 正202,35,28,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
238,00UB8A1,共同科,E,,,是,,,英文（二）,English (II),2.0,必,半,江宗翰,五 8-9 本部 正202,35,33,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
239,00UB8A2,共同科,A,,,是,,,英文（二）,English (II),2.0,必,半,李金安,一 1-2 公館 Ｓ204,35,38,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
240,00UB8A2,共同科,B,,,是,,,英文（二）,English (II),2.0,必,半,李金安,一 3-4 公館 Ｓ204,35,22,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
241,00UB8A2,共同科,C,,,是,,,英文（二）,English (II),2.0,必,半,李婉歆,一 3-4 公館 Ｓ302,35,23,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
242,00UB8A2,共同科,D,,,是,,,英文（二）,English (II),2.0,必,半,王潔,一 3-4 公館 Ｓ301,35,22,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
243,00UB8A2,共同科,E,,,是,,,英文（二）,English (II),2.0,必,半,賴國維,五 1-2 本部 教402,35,40,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
244,00UB8A2,共同科,F,,,是,,,英文（二）,English (II),2.0,必,半,陳瑄,五 1-2 本部 正201,35,39,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
245,00UB8A2,共同科,G,,,是,,,英文（二）,English (II),2.0,必,半,王潔,五 1-2 本部 正204,35,39,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
246,00UB8A2,共同科,H,,,是,,,英文（二）,English (II),2.0,必,半,郭儀風,五 1-2 公館 Ｓ204,35,25,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
247,00UB8A2,共同科,I,,,是,,,英文（二）,English (II),2.0,必,半,李婉歆,五 3-4 本部 正203,35,32,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
248,00UB8A2,共同科,J,,,是,,,英文（二）,English (II),2.0,必,半,陳瑄,五 3-4 本部 正201,35,32,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
249,00UB8A2,共同科,K,,,是,,,英文（二）,English (II),2.0,必,半,王潔,五 3-4 本部 正204,35,30,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
250,00UB8A2,共同科,L,,,是,,,英文（二）,English (II),2.0,必,半,郭儀風,五 3-4 公館 Ｓ204,35,26,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
251,00UB8A2,共同科,M,,,是,,,英文（二）,English (II),2.0,必,半,李婉歆,五 6-7 本部 正203,35,26,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
252,00UB8A2,共同科,N,,,是,,,英文（二）,English (II),2.0,必,半,賴國維,五 6-7 本部 教403,35,26,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
253,00UB8A2,共同科,O,,,是,,,英文（二）,English (II),2.0,必,半,李婉歆,五 8-9 本部 正203,35,34,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
254,00UB8A2,共同科,P,,,是,,,英文（二）,English (II),2.0,必,半,賴國維,五 8-9 本部 教403,35,36,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
255,00UB8A3,共同科,A,,,是,,,英文（二）,English (II),2.0,必,半,江璧羽,一 1-2 公館 Ｓ304,35,38,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
256,00UB8A3,共同科,B,,,是,,,英文（二）,English (II),2.0,必,半,林千凱,一 1-2 公館 Ｓ401,35,40,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
257,00UB8A3,共同科,C,,,是,,,英文（二）,English (II),2.0,必,半,徐立妍,一 3-4 公館 Ｓ304,35,29,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
258,00UB8A3,共同科,D,,,是,,,英文（二）,English (II),2.0,必,半,林千凱,一 3-4 公館 Ｓ401,35,29,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
259,00UB8A3,共同科,E,,,是,,,英文（二）,English (II),2.0,必,半,彭家洋,五 1-2 本部 樸402,35,43,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
260,00UB8A3,共同科,F,,,是,,,英文（二）,English (II),2.0,必,半,林千凱,五 1-2 本部 正301,35,42,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
261,00UB8A3,共同科,G,,,是,,,英文（二）,English (II),2.0,必,半,徐立妍,五 3-4 本部 樸402,35,36,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
262,00UB8A3,共同科,H,,,是,,,英文（二）,English (II),2.0,必,半,黃郁珺,五 3-4 本部 正301,35,37,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
263,00UB8A3,共同科,I,,,是,,,英文（二）,English (II),2.0,必,半,江璧羽,五 6-7 本部 正204,35,29,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
264,00UB8A3,共同科,J,,,是,,,英文（二）,English (II),2.0,必,半,黃郁珺,五 6-7 本部 樸304,35,31,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
265,00UB8A3,共同科,K,,,是,,,英文（二）,English (II),2.0,必,半,金瑄桓,五 6-7 本部 樸303,35,29,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
266,00UB8A3,共同科,L,,,是,,,英文（二）,English (II),2.0,必,半,江璧羽,五 8-9 本部 正204,35,35,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
267,00UB8A3,共同科,M,,,是,,,英文（二）,English (II),2.0,必,半,黃郁珺,五 8-9 本部 樸304,35,36,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
268,00UB8A3,共同科,N,,,是,,,英文（二）,English (II),2.0,必,半,金瑄桓,五 8-9 本部 樸303,35,37,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
269,00UB8A4,共同科,A,,,,,,英文（二）,English (II),2.0,必,半,蘇鈺恩,一 1-2 公館 Ｓ403,35,40,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
270,00UB8A4,共同科,B,,,,,,英文（二）,English (II),2.0,必,半,林伊莉,一 1-2 公館 理圖001,35,59,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
271,00UB8A4,共同科,C,,,,,,英文（二）,English (II),2.0,必,半,劉怡君,一 1-2 公館 Ｓ402,35,41,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,競技系、生科系、地科系、資工系、光電工程學士學位學程、營養科學學士學位學程,1112
272,00UB8A4,共同科,D,,,,,,英文（二）,English (II),2.0,必,半,蘇鈺恩,一 3-4 公館 Ｓ403,35,39,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
273,00UB8A4,共同科,E,,,,,,英文（二）,English (II),2.0,必,半,林伊莉,一 3-4 公館 理圖001,35,39,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
274,00UB8A4,共同科,F,,,,,,英文（二）,English (II),2.0,必,半,陳秋梅,五 1-2 本部 樸206,35,37,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
275,00UB8A4,共同科,G,,,,,,英文（二）,English (II),2.0,必,半,蘇鈺恩,五 1-2 本部 正203,35,45,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
276,00UB8A4,共同科,H,,,,,,英文（二）,English (II),2.0,必,半,林伊莉,五 1-2 本部 正202,35,42,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,人發系、公領系、特教系、企管系、美術系、設計系、體育系、學習科學學士學位學程,1112
277,00UB8A4,共同科,I,,,,,,英文（二）,English (II),2.0,必,半,陳秋梅,五 3-4 本部 樸206,35,36,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
278,00UB8A4,共同科,J,,,,,,英文（二）,English (II),2.0,必,半,陳亞玲,五 3-4 本部 正405,35,36,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
279,00UB8A4,共同科,K,,,,,,英文（二）,English (II),2.0,必,半,李世文,五 3-4 本部 正202,35,37,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,教育系、心輔系、社教系、衛教系、教院不分系、音樂系、科技系,1112
280,00UB8A4,共同科,L,,,,,,英文（二）,English (II),2.0,必,半,彭家洋,五 6-7 本部 樸302,35,38,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
281,00UB8A4,共同科,M,,,,,,英文（二）,English (II),2.0,必,半,陳亞玲,五 6-7 本部 正405,35,34,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
282,00UB8A4,共同科,N,,,,,,英文（二）,English (II),2.0,必,半,唐家傑,五 6-7 公館 Ｓ204,35,37,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
283,00UB8A4,共同科,O,,,,,,英文（二）,English (II),2.0,必,半,彭家洋,五 8-9 本部 樸302,35,34,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
284,00UB8A4,共同科,P,,,,,,英文（二）,English (II),2.0,必,半,陳亞玲,五 8-9 本部 正405,35,32,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
285,00UB8A4,共同科,Q,,,,,,英文（二）,English (II),2.0,必,半,唐家傑,五 8-9 公館 Ｓ204,35,31,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,國文系、歷史系、地理系、臺文系、東亞系、表演藝術學士學位學程,1112
286,00UB8A5,共同科,A,,,,,,英文（二）,English (II),2.0,必,半,林政憲,一 3-4 公館 Ｓ303,35,34,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,數學系、物理系、化學系,1112
287,00UB8A5,共同科,B,,,,,,英文（二）,English (II),2.0,必,半,林政憲,五 6-7 本部 正301,35,38,◎第一階段需人工加選◎第二階段需人工加選◎加退選階段需人工加選 ◎必須先修過【共同英文(一)】,工教系、圖傳系、機電系、電機系、華語系、車輛與能源工程學士學位學程,1112
288,00UB9A1,共同科,A,,,是,,,英文（三）：文學與文化,English (III): Literature and Culture,2.0,必,半,李金安,一 6-7 公館 Ｓ204,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
289,00UB9A1,共同科,B,,,是,,,英文（三）：文學與文化,English (III): Literature and Culture,2.0,必,半,柯衣凡,一 8-9 公館 Ｓ202,35,23,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
290,00UB9A1,共同科,C,,,是,,,英文（三）：文學與文化,English (III): Literature and Culture,2.0,必,半,蘇子中,五 6-7 本部 正404,35,37,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
291,00UB9A2,共同科,A,,,,,,英文（三）：文學與文化,English (III): Literature and Culture,2.0,必,半,蘇子中,一 3-4 本部 正401,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
292,00UB9B1,共同科,A,,,是,,,英文（三）：教育英文,English (III): English for Education,2.0,必,半,倪通,一 3-4 本部 樸202,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
293,00UB9B1,共同科,B,,,是,,,英文（三）：教育英文,English (III): English for Education,2.0,必,半,倪通,四 3-4 本部 樸202,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
294,00UB9C1,共同科,A,,,是,,,英文（三）：科技英文,English (III): English for Science and Technology,2.0,必,半,柯衣凡,一 6-7 公館 Ｓ202,35,18,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
295,00UB9C1,共同科,B,,,是,,,英文（三）：科技英文,English (III): English for Science and Technology,2.0,必,半,許月貴,一 3-4 本部 誠701B,35,31,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
296,00UB9D1,共同科,A,,,是,,,英文（三）：藝術英文,English (III):  English for Arts and Design,2.0,必,半,江宗翰,四 A-B 本部 誠305,35,41,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
297,00UB9D2,共同科,A,,,,,,英文（三）：藝術英文,English (III):  English for Arts and Design,2.0,必,半,謝伊柔,四 3-4 本部 正403,35,34,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
298,00UB9D2,共同科,B,,,,,,英文（三）：藝術英文,English (III):  English for Arts and Design,2.0,必,半,謝伊柔,四 6-7 本部 正403,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
299,00UB9E1,共同科,A,,,是,,,英文（三）：運動英文,English (III): English for Sports,2.0,必,半,李世文,四 6-7 本部 樸204,35,40,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
300,00UB9E2,共同科,A,,,,,,英文（三）：運動英文,English (III): English for Sports,2.0,必,半,陳秋梅,一 3-4 本部 正405,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
301,00UB9E2,共同科,B,,,,,,英文（三）：運動英文,English (III): English for Sports,2.0,必,半,李世文,五 6-7 本部 正103,35,43,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
302,00UB9H1,共同科,A,,,是,,,英文（三）：商用英文,English (III): English for Business,2.0,必,半,李婉歆,四 3-4 本部 正404,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
303,00UB9H1,共同科,B,,,是,,,英文（三）：商用英文,English (III): English for Business,2.0,必,半,李婉歆,四 6-7 本部 正404,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
304,00UB9H2,共同科,A,,,,,,英文（三）：商用英文,English (III): English for Business,2.0,必,半,李婉歆,一 6-7 公館 Ｓ302,35,35,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
305,00UB9L1,共同科,A,,,是,,,英文（三）：科學英文,English (III):English for Science,2.0,必,半,項瑞芳,一 6-7 公館 Ｓ403,35,28,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
306,00UB9L1,共同科,B,,,是,,,英文（三）：科學英文,English (III):English for Science,2.0,必,半,項瑞芳,四 3-4 本部 樸303,35,29,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
307,00UB9M1,共同科,A,,,是,,,英文（三）：社會科學英文,English (III): Social Science English,2.0,必,半,林政憲,一 6-7 公館 Ｓ303,35,34,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
309,00UB9N1,共同科,B,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,張文嘉,一 8-9 公館 Ｓ402,35,7,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
310,00UB9N1,共同科,C,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,曾輔國,五 3-4 公館 Ｓ301,35,15,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
311,00UB9N1,共同科,D,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,曾輔國,五 6-7 公館 Ｓ301,35,10,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
312,00UB9N1,共同科,E,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,曾輔國,一 3-4 本部 樸402,35,15,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
313,00UB9N1,共同科,F,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,張文嘉,四 3-4 本部 樸402,35,19,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
314,00UB9N1,共同科,G,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,張文嘉,四 6-7 本部 樸402,35,19,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
315,00UB9N1,共同科,H,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,張文嘉,五 3-4 本部 樸406,35,22,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
316,00UB9N1,共同科,I,,,是,,,英文（三）：學術英文寫作與口語表達,English (III): Academic Writing and Oral Presentation English,2.0,必,半,張文嘉,五 6-7 本部 樸406,35,36,◎必須先修過【英文（一）】◎必須先修過【英文（二）】,,1112
400,SOM0020,社教系（碩）,,,,,,,成人教育哲學研究,Studies in Philosophy of Adult &  Continuing Education,2.0,必,半,徐敏雄,三 6-7 本部 教714,50,15,◎課程不開放上修,,1112
401,SOM0134,社教系（碩）,,,,,,,文化研究,Culture Studies,2.0,必,半,黃靖惠,三 6-7 本部 教710,50,16,◎課程不開放上修,,1112
402,SOM0139,社教系（碩）,,,,,,,非營利組織研究,Studies in Nonprofit Organizations,2.0,必,半,鄭勝分,三 3-4 本部 教714,50,12,◎課程不開放上修,,1112
403,SOM0146,社教系（碩）,,,,,,,數位學習與資訊素養,Digital Learning and Information Literacy,2.0,選,半,王雅鈴,三 3-4 本部 教710,50,10,◎課程不開放上修,,1112
404,SOC0102,社教系（碩）,,,碩博,,,,成人創造力發展研究,Studies in Adult Creativity Development,3.0,選,半,郭郡羽,五 6-8 本部 教710,50,21,◎課程不開放上修,,1112
405,SOC0130,社教系（碩）,,,碩博,,,,跨文化溝通與傳播研究,Studies in Cross-cultural Communication,3.0,選,半,黃靖惠,四 5-7 本部 教710,50,22,◎課程不開放上修,,1112
406,SOC0131,社教系（碩）,,,碩博,,,,公民社會與傳播研究,Studies in Communication and Civil Society,3.0,選,半,林鴻洲,一 2-4 本部 教710,50,9,◎課程不開放上修,,1112
